age,workclass,education,occupation,hours-per-week,income
43.0,Private,Bachelors,Sales,44,>50K
31.0,Private,HS-grad,Transport-moving,60,<=50K
29.0,Others,HS-grad,Others,40,<=50K
24.0,Private,Some-college,Adm-clerical,20,<=50K
39.0,Private,Assoc-voc,Adm-clerical,40,<=50K
29.0,Private,Some-college,Craft-repair,40,>50K
23.0,Others,Some-college,Others,40,<=50K
42.0,Private,11th,Other-service,38,<=50K
53.0,Private,HS-grad,Craft-repair,40,<=50K
20.0,Private,HS-grad,Handlers-cleaners,48,<=50K
51.0,Self-emp-not-inc,HS-grad,Sales,40,<=50K
25.0,Private,HS-grad,Handlers-cleaners,48,<=50K
38.0,Private,Assoc-acdm,Prof-specialty,36,<=50K
41.0,Private,Some-college,Craft-repair,40,>50K
58.0,Private,Bachelors,Machine-op-inspct,40,>50K
25.0,Private,10th,Machine-op-inspct,40,<=50K
50.0,Private,HS-grad,Craft-repair,40,<=50K
32.0,Private,Bachelors,Exec-managerial,45,>50K
31.0,Self-emp-inc,Doctorate,Prof-specialty,40,<=50K
22.0,Private,Some-college,Other-service,20,<=50K
37.0,Private,HS-grad,Handlers-cleaners,40,<=50K
32.0,Private,Some-college,Sales,40,<=50K
46.0,State-gov,Prof-school,Prof-specialty,55,>50K
62.0,Private,HS-grad,Transport-moving,40,>50K
40.0,Local-gov,HS-grad,Other-service,40,<=50K
56.0,Private,Bachelors,Sales,45,>50K
37.0,Private,Some-college,Exec-managerial,40,>50K
56.0,Private,7th-8th,Machine-op-inspct,48,<=50K
20.0,Private,Some-college,Handlers-cleaners,30,<=50K
34.0,Self-emp-not-inc,Bachelors,Sales,60,>50K
45.0,Private,HS-grad,Sales,50,>50K
30.0,Private,Some-college,Machine-op-inspct,40,>50K
51.0,Self-emp-not-inc,HS-grad,Exec-managerial,45,>50K
27.0,Private,11th,Machine-op-inspct,42,<=50K
38.0,Private,Assoc-voc,Sales,40,>50K
39.0,Private,Some-college,Handlers-cleaners,50,<=50K
57.0,Others,Bachelors,Others,8,<=50K
47.0,Private,Some-college,Exec-managerial,50,>50K
77.0,Others,HS-grad,Others,15,<=50K
43.0,Private,HS-grad,Craft-repair,40,>50K
46.0,Local-gov,HS-grad,Exec-managerial,65,<=50K
41.0,Private,Some-college,Craft-repair,40,>50K
20.0,Private,HS-grad,Adm-clerical,30,<=50K
30.0,State-gov,10th,Adm-clerical,40,<=50K
30.0,Private,HS-grad,Other-service,25,<=50K
22.0,Private,Some-college,Handlers-cleaners,35,<=50K
25.0,Private,HS-grad,Transport-moving,44,>50K
18.0,Private,HS-grad,Sales,22,<=50K
28.0,Private,Bachelors,Exec-managerial,40,<=50K
50.0,Private,Bachelors,Tech-support,40,>50K
28.0,Private,HS-grad,Other-service,48,<=50K
21.0,Private,Some-college,Priv-house-serv,40,<=50K
37.0,Private,Assoc-voc,Tech-support,40,<=50K
28.0,Federal-gov,Bachelors,Prof-specialty,40,<=50K
32.0,Private,Assoc-voc,Exec-managerial,35,<=50K
27.0,Private,12th,Machine-op-inspct,50,<=50K
55.0,Private,HS-grad,Prof-specialty,40,<=50K
44.0,Private,HS-grad,Craft-repair,40,>50K
25.0,Private,Bachelors,Prof-specialty,40,<=50K
29.0,Private,HS-grad,Sales,32,<=50K
50.0,Private,HS-grad,Exec-managerial,55,<=50K
18.0,Private,HS-grad,Handlers-cleaners,40,<=50K
74.0,Private,Bachelors,Other-service,8,<=50K
22.0,Private,9th,Sales,40,<=50K
27.0,Private,Bachelors,Prof-specialty,40,<=50K
27.0,State-gov,Some-college,Tech-support,80,<=50K
41.0,Private,Prof-school,Prof-specialty,50,>50K
24.0,Private,Some-college,Adm-clerical,40,>50K
23.0,Private,HS-grad,Adm-clerical,40,<=50K
34.0,Self-emp-not-inc,Prof-school,Prof-specialty,60,>50K
46.0,State-gov,Bachelors,Exec-managerial,40,>50K
32.0,Private,Prof-school,Prof-specialty,60,<=50K
41.0,Private,HS-grad,Craft-repair,40,<=50K
29.0,Private,Assoc-voc,Farming-fishing,40,>50K
48.0,Private,9th,Machine-op-inspct,45,<=50K
51.0,Private,HS-grad,Other-service,40,<=50K
34.0,State-gov,12th,Adm-clerical,40,<=50K
58.0,Private,Bachelors,Exec-managerial,45,>50K
52.0,Private,HS-grad,Handlers-cleaners,40,<=50K
37.0,Self-emp-not-inc,Bachelors,Exec-managerial,50,>50K
53.0,Private,Some-college,Adm-clerical,40,<=50K
54.0,Private,Assoc-voc,Transport-moving,20,<=50K
36.0,Private,HS-grad,Sales,60,<=50K
25.0,Private,Assoc-voc,Adm-clerical,60,<=50K
20.0,Private,Some-college,Prof-specialty,48,<=50K
23.0,Private,Assoc-acdm,Adm-clerical,40,<=50K
39.0,Self-emp-inc,Bachelors,Exec-managerial,60,>50K
20.0,Self-emp-not-inc,10th,Machine-op-inspct,40,<=50K
28.0,Private,Assoc-voc,Other-service,40,<=50K
73.0,State-gov,HS-grad,Adm-clerical,40,<=50K
67.0,Private,HS-grad,Protective-serv,24,<=50K
56.0,Private,Bachelors,Exec-managerial,45,>50K
32.0,Private,Assoc-voc,Craft-repair,40,<=50K
42.0,Private,Some-college,Machine-op-inspct,40,<=50K
33.0,Private,HS-grad,Other-service,40,<=50K
37.0,Private,HS-grad,Other-service,40,<=50K
33.0,Private,Some-college,Exec-managerial,45,<=50K
31.0,Private,10th,Adm-clerical,40,<=50K
59.0,Private,Masters,Exec-managerial,40,>50K
21.0,Private,HS-grad,Adm-clerical,40,<=50K
58.0,Self-emp-inc,Some-college,Exec-managerial,50,>50K
24.0,Local-gov,10th,Other-service,40,<=50K
26.0,State-gov,Some-college,Protective-serv,40,<=50K
26.0,Private,11th,Transport-moving,40,<=50K
33.0,Local-gov,Masters,Prof-specialty,40,<=50K
25.0,Private,Bachelors,Sales,40,<=50K
21.0,Private,10th,Machine-op-inspct,50,<=50K
24.0,Private,HS-grad,Machine-op-inspct,40,<=50K
39.0,Self-emp-not-inc,Assoc-acdm,Adm-clerical,40,>50K
68.0,Private,Some-college,Adm-clerical,40,<=50K
66.0,Self-emp-not-inc,Some-college,Sales,20,<=50K
38.0,Private,Bachelors,Farming-fishing,40,<=50K
41.0,Private,Masters,Exec-managerial,50,>50K
71.0,Others,7th-8th,Others,16,<=50K
37.0,Private,HS-grad,Craft-repair,40,<=50K
54.0,Self-emp-not-inc,Masters,Sales,45,>50K
27.0,State-gov,Bachelors,Prof-specialty,40,<=50K
49.0,Private,Bachelors,Prof-specialty,40,<=50K
19.0,State-gov,Some-college,Prof-specialty,10,<=50K
25.0,Private,Some-college,Transport-moving,50,<=50K
47.0,Federal-gov,Some-college,Adm-clerical,40,>50K
40.0,Private,Some-college,Sales,40,<=50K
38.0,Private,Bachelors,Exec-managerial,40,<=50K
25.0,Private,HS-grad,Other-service,40,<=50K
25.0,Private,Some-college,Craft-repair,50,<=50K
23.0,Private,10th,Handlers-cleaners,40,<=50K
28.0,Private,Masters,Sales,40,<=50K
29.0,Private,HS-grad,Craft-repair,40,<=50K
32.0,Private,11th,Craft-repair,40,<=50K
34.0,Private,HS-grad,Other-service,40,<=50K
52.0,Private,Bachelors,Prof-specialty,40,>50K
33.0,Self-emp-not-inc,HS-grad,Farming-fishing,94,<=50K
19.0,Private,Some-college,Sales,35,<=50K
68.0,Private,Doctorate,Prof-specialty,55,>50K
41.0,Private,10th,Handlers-cleaners,50,<=50K
18.0,Self-emp-inc,HS-grad,Other-service,30,<=50K
29.0,Private,Some-college,Craft-repair,40,>50K
40.0,Private,Masters,Exec-managerial,50,>50K
51.0,Self-emp-not-inc,Masters,Prof-specialty,60,>50K
49.0,Private,Some-college,Adm-clerical,40,<=50K
20.0,State-gov,Some-college,Other-service,20,<=50K
38.0,Local-gov,HS-grad,Craft-repair,50,>50K
35.0,Private,Some-college,Sales,40,<=50K
66.0,Private,11th,Sales,26,<=50K
27.0,Others,Bachelors,Others,15,<=50K
25.0,Private,Assoc-voc,Adm-clerical,40,<=50K
77.0,Others,Masters,Others,6,>50K
19.0,Others,10th,Others,35,<=50K
70.0,Private,HS-grad,Handlers-cleaners,40,>50K
59.0,Self-emp-not-inc,7th-8th,Farming-fishing,48,<=50K
25.0,Private,Bachelors,Prof-specialty,40,<=50K
44.0,Local-gov,Prof-school,Prof-specialty,40,>50K
37.0,Private,Masters,Exec-managerial,55,>50K
75.0,Others,10th,Others,1,<=50K
21.0,Others,HS-grad,Others,40,<=50K
21.0,Private,HS-grad,Sales,40,<=50K
47.0,Federal-gov,HS-grad,Craft-repair,40,>50K
20.0,Private,HS-grad,Adm-clerical,30,<=50K
32.0,State-gov,HS-grad,Protective-serv,40,<=50K
28.0,Private,HS-grad,Adm-clerical,20,<=50K
53.0,Private,HS-grad,Transport-moving,40,<=50K
19.0,Others,HS-grad,Others,30,<=50K
58.0,Private,Some-college,Sales,36,<=50K
22.0,Private,HS-grad,Sales,30,<=50K
23.0,Private,11th,Exec-managerial,55,<=50K
21.0,Private,HS-grad,Handlers-cleaners,60,<=50K
36.0,Private,HS-grad,Craft-repair,70,<=50K
39.0,Private,Some-college,Other-service,15,<=50K
34.0,Local-gov,Bachelors,Prof-specialty,40,<=50K
41.0,Local-gov,Masters,Prof-specialty,40,<=50K
72.0,Private,Bachelors,Sales,6,<=50K
34.0,Private,HS-grad,Other-service,40,>50K
51.0,Local-gov,Bachelors,Prof-specialty,40,>50K
32.0,Self-emp-not-inc,Assoc-voc,Craft-repair,40,<=50K
38.0,Private,Some-college,Exec-managerial,40,>50K
37.0,Private,Some-college,Craft-repair,40,<=50K
21.0,Others,Some-college,Others,20,<=50K
26.0,Private,Some-college,Adm-clerical,40,<=50K
34.0,Private,Some-college,Handlers-cleaners,40,>50K
18.0,Private,Some-college,Sales,15,<=50K
27.0,Private,11th,Exec-managerial,45,<=50K
20.0,Private,Some-college,Adm-clerical,38,<=50K
36.0,Private,Assoc-voc,Adm-clerical,40,>50K
31.0,Others,Bachelors,Others,40,<=50K
32.0,Private,Bachelors,Exec-managerial,60,>50K
54.0,Private,HS-grad,Craft-repair,44,>50K
34.0,Local-gov,Masters,Prof-specialty,40,<=50K
46.0,Private,Some-college,Sales,48,>50K
33.0,Private,11th,Machine-op-inspct,30,<=50K
32.0,Private,Bachelors,Prof-specialty,50,>50K
42.0,Private,Assoc-voc,Tech-support,40,<=50K
30.0,Private,HS-grad,Craft-repair,50,<=50K
37.0,Private,Some-college,Other-service,40,>50K
28.0,Private,HS-grad,Machine-op-inspct,40,<=50K
25.0,Private,Bachelors,Exec-managerial,35,<=50K
44.0,Self-emp-not-inc,Some-college,Other-service,40,>50K
40.0,Private,HS-grad,Machine-op-inspct,40,<=50K
36.0,Private,Some-college,Exec-managerial,45,<=50K
21.0,Private,Some-college,Adm-clerical,40,<=50K
39.0,State-gov,Doctorate,Prof-specialty,50,>50K
24.0,Private,Bachelors,Prof-specialty,39,<=50K
46.0,Private,HS-grad,Transport-moving,40,<=50K
47.0,Others,Bachelors,Others,36,>50K
47.0,Private,Bachelors,Sales,40,>50K
35.0,Private,Prof-school,Prof-specialty,75,>50K
60.0,Self-emp-not-inc,7th-8th,Transport-moving,40,>50K
35.0,Private,Bachelors,Other-service,24,<=50K
33.0,Private,HS-grad,Other-service,40,<=50K
21.0,Private,Assoc-acdm,Prof-specialty,40,<=50K
37.0,Private,Bachelors,Tech-support,50,>50K
48.0,Federal-gov,HS-grad,Adm-clerical,50,>50K
58.0,Private,7th-8th,Farming-fishing,45,<=50K
21.0,Private,HS-grad,Handlers-cleaners,40,<=50K
22.0,Private,HS-grad,Handlers-cleaners,40,<=50K
22.0,Private,HS-grad,Other-service,40,<=50K
28.0,Self-emp-not-inc,Masters,Exec-managerial,30,>50K
33.0,Others,Assoc-voc,Others,50,>50K
23.0,Federal-gov,HS-grad,Prof-specialty,40,<=50K
58.0,State-gov,HS-grad,Adm-clerical,40,>50K
24.0,Others,Bachelors,Others,40,<=50K
38.0,Local-gov,Bachelors,Craft-repair,40,<=50K
49.0,Private,HS-grad,Sales,15,<=50K
47.0,Private,Bachelors,Exec-managerial,45,>50K
50.0,Private,Bachelors,Exec-managerial,40,>50K
21.0,Private,HS-grad,Prof-specialty,55,<=50K
55.0,Private,HS-grad,Adm-clerical,40,<=50K
47.0,Private,11th,Handlers-cleaners,40,<=50K
19.0,Private,HS-grad,Prof-specialty,40,<=50K
47.0,Private,HS-grad,Tech-support,50,<=50K
36.0,Private,11th,Craft-repair,40,<=50K
28.0,Local-gov,Assoc-acdm,Protective-serv,40,<=50K
42.0,Private,HS-grad,Sales,40,<=50K
41.0,Private,Masters,Prof-specialty,35,>50K
46.0,Private,Bachelors,Sales,40,>50K
32.0,Private,HS-grad,Sales,50,<=50K
34.0,Private,10th,Other-service,40,<=50K
33.0,Private,7th-8th,Craft-repair,40,<=50K
60.0,State-gov,Bachelors,Exec-managerial,40,>50K
53.0,Private,HS-grad,Transport-moving,40,<=50K
24.0,Private,Bachelors,Tech-support,50,<=50K
39.0,Federal-gov,Some-college,Handlers-cleaners,60,>50K
23.0,Private,Some-college,Craft-repair,40,<=50K
50.0,Private,Bachelors,Adm-clerical,50,>50K
36.0,Local-gov,HS-grad,Adm-clerical,40,<=50K
19.0,Private,12th,Prof-specialty,40,<=50K
26.0,Private,HS-grad,Adm-clerical,40,<=50K
38.0,Private,HS-grad,Sales,40,>50K
41.0,Private,Bachelors,Craft-repair,55,>50K
22.0,Private,Some-college,Sales,18,<=50K
38.0,Private,Assoc-acdm,Machine-op-inspct,50,>50K
72.0,Others,Some-college,Others,30,>50K
39.0,Private,HS-grad,Craft-repair,40,<=50K
35.0,State-gov,HS-grad,Craft-repair,40,>50K
38.0,Local-gov,Some-college,Exec-managerial,45,<=50K
19.0,Private,HS-grad,Other-service,16,<=50K
26.0,Private,HS-grad,Transport-moving,45,<=50K
52.0,Private,Bachelors,Craft-repair,25,<=50K
45.0,Private,HS-grad,Adm-clerical,40,<=50K
58.0,Federal-gov,Some-college,Adm-clerical,40,>50K
34.0,Private,Bachelors,Sales,45,<=50K
36.0,Private,HS-grad,Machine-op-inspct,40,<=50K
26.0,State-gov,11th,Other-service,40,<=50K
60.0,Private,10th,Transport-moving,40,<=50K
35.0,Self-emp-not-inc,HS-grad,Exec-managerial,50,<=50K
39.0,Private,10th,Other-service,60,<=50K
27.0,Private,HS-grad,Handlers-cleaners,40,<=50K
26.0,Federal-gov,Masters,Prof-specialty,40,<=50K
17.0,Private,12th,Other-service,12,<=50K
59.0,Self-emp-not-inc,HS-grad,Sales,40,>50K
53.0,Local-gov,HS-grad,Exec-managerial,48,<=50K
35.0,Private,11th,Transport-moving,40,<=50K
34.0,Local-gov,Some-college,Exec-managerial,40,>50K
36.0,Private,HS-grad,Tech-support,45,>50K
36.0,Private,HS-grad,Sales,40,<=50K
21.0,Private,HS-grad,Other-service,40,<=50K
29.0,Private,Some-college,Sales,40,<=50K
35.0,Private,Bachelors,Prof-specialty,50,>50K
59.0,Self-emp-not-inc,Bachelors,Exec-managerial,40,>50K
22.0,Private,Some-college,Other-service,10,<=50K
50.0,Local-gov,Masters,Prof-specialty,50,<=50K
24.0,Federal-gov,Bachelors,Prof-specialty,40,<=50K
36.0,Private,Bachelors,Tech-support,40,<=50K
31.0,Private,HS-grad,Machine-op-inspct,40,>50K
42.0,Self-emp-not-inc,Some-college,Craft-repair,40,<=50K
38.0,Private,7th-8th,Sales,40,<=50K
52.0,Private,HS-grad,Exec-managerial,40,<=50K
46.0,Private,10th,Craft-repair,40,<=50K
23.0,Private,Some-college,Craft-repair,60,<=50K
27.0,Private,HS-grad,Adm-clerical,40,<=50K
42.0,Private,Bachelors,Other-service,50,<=50K
33.0,State-gov,HS-grad,Craft-repair,40,<=50K
19.0,Private,Assoc-acdm,Exec-managerial,50,<=50K
59.0,Private,11th,Other-service,28,<=50K
54.0,Private,HS-grad,Other-service,32,<=50K
48.0,Private,7th-8th,Transport-moving,55,<=50K
19.0,Others,Some-college,Others,60,<=50K
45.0,Private,HS-grad,Adm-clerical,40,<=50K
36.0,Private,Bachelors,Exec-managerial,70,<=50K
35.0,Self-emp-not-inc,Assoc-acdm,Craft-repair,40,<=50K
47.0,Private,Some-college,Adm-clerical,36,<=50K
33.0,Private,Bachelors,Exec-managerial,40,<=50K
48.0,Self-emp-not-inc,Bachelors,Prof-specialty,40,<=50K
42.0,Private,HS-grad,Craft-repair,40,<=50K
19.0,Private,Some-college,Other-service,24,<=50K
64.0,Self-emp-inc,Bachelors,Prof-specialty,40,<=50K
51.0,Self-emp-not-inc,Bachelors,Farming-fishing,8,<=50K
20.0,Federal-gov,HS-grad,Adm-clerical,20,<=50K
28.0,Private,HS-grad,Other-service,40,<=50K
52.0,Private,Masters,Exec-managerial,50,>50K
29.0,Self-emp-not-inc,Some-college,Craft-repair,45,<=50K
51.0,Private,Bachelors,Sales,40,<=50K
36.0,Private,HS-grad,Prof-specialty,60,<=50K
43.0,Private,Bachelors,Sales,45,>50K
52.0,Private,Some-college,Exec-managerial,40,<=50K
50.0,Private,HS-grad,Craft-repair,40,>50K
25.0,Private,Some-college,Other-service,30,<=50K
36.0,Private,Assoc-acdm,Adm-clerical,40,<=50K
44.0,Private,Some-college,Exec-managerial,60,<=50K
47.0,Private,10th,Transport-moving,45,<=50K
32.0,Private,HS-grad,Craft-repair,40,<=50K
37.0,Private,Masters,Prof-specialty,40,<=50K
40.0,Private,HS-grad,Adm-clerical,40,<=50K
34.0,Self-emp-not-inc,HS-grad,Sales,60,<=50K
35.0,Self-emp-inc,Some-college,Sales,50,>50K
26.0,Private,Some-college,Prof-specialty,3,<=50K
49.0,Self-emp-not-inc,Bachelors,Farming-fishing,50,<=50K
63.0,Others,Bachelors,Others,30,>50K
46.0,Self-emp-not-inc,Bachelors,Prof-specialty,25,<=50K
31.0,Local-gov,Some-college,Adm-clerical,40,<=50K
22.0,Private,Assoc-voc,Craft-repair,30,<=50K
20.0,Private,Some-college,Other-service,12,<=50K
52.0,Private,Doctorate,Exec-managerial,40,>50K
26.0,Private,Some-college,Adm-clerical,40,<=50K
34.0,Private,Bachelors,Exec-managerial,50,>50K
31.0,Private,9th,Machine-op-inspct,40,<=50K
46.0,Private,HS-grad,Sales,30,<=50K
22.0,Private,7th-8th,Machine-op-inspct,40,<=50K
38.0,Private,Assoc-voc,Craft-repair,40,<=50K
35.0,Private,HS-grad,Sales,40,<=50K
27.0,State-gov,Some-college,Protective-serv,40,<=50K
27.0,Private,Assoc-acdm,Exec-managerial,40,<=50K
46.0,Private,Some-college,Sales,40,<=50K
40.0,Others,HS-grad,Others,4,<=50K
19.0,Private,Some-college,Adm-clerical,10,<=50K
69.0,Others,HS-grad,Others,60,>50K
20.0,Private,Some-college,Other-service,35,<=50K
34.0,Federal-gov,Bachelors,Protective-serv,60,<=50K
49.0,Private,Masters,Exec-managerial,45,>50K
27.0,Private,Some-college,Farming-fishing,50,<=50K
59.0,Private,Some-college,Adm-clerical,14,>50K
45.0,Private,Bachelors,Exec-managerial,60,>50K
21.0,Private,Some-college,Sales,15,<=50K
51.0,State-gov,Assoc-voc,Prof-specialty,40,<=50K
64.0,Others,11th,Others,40,<=50K
41.0,State-gov,Doctorate,Prof-specialty,40,>50K
18.0,Others,12th,Others,24,<=50K
49.0,Private,Masters,Prof-specialty,40,<=50K
51.0,Private,HS-grad,Machine-op-inspct,40,<=50K
20.0,Private,Some-college,Handlers-cleaners,20,<=50K
69.0,Self-emp-not-inc,HS-grad,Sales,48,<=50K
18.0,Others,HS-grad,Others,35,<=50K
43.0,Private,HS-grad,Handlers-cleaners,50,<=50K
50.0,Private,HS-grad,Machine-op-inspct,44,<=50K
32.0,Private,HS-grad,Machine-op-inspct,40,<=50K
27.0,Local-gov,HS-grad,Farming-fishing,40,<=50K
38.0,Private,HS-grad,Other-service,40,<=50K
62.0,Private,HS-grad,Machine-op-inspct,40,>50K
46.0,Private,HS-grad,Exec-managerial,44,<=50K
19.0,Private,Some-college,Tech-support,40,<=50K
17.0,Others,10th,Others,40,<=50K
21.0,Private,HS-grad,Machine-op-inspct,40,<=50K
36.0,Private,Bachelors,Adm-clerical,50,<=50K
36.0,Private,12th,Handlers-cleaners,40,<=50K
58.0,Private,Bachelors,Prof-specialty,40,>50K
40.0,Private,Bachelors,Prof-specialty,45,<=50K
64.0,Private,Some-college,Exec-managerial,35,<=50K
66.0,Private,11th,Craft-repair,20,<=50K
42.0,Private,HS-grad,Sales,40,<=50K
55.0,Private,Some-college,Adm-clerical,40,<=50K
53.0,Private,Some-college,Exec-managerial,40,>50K
25.0,Private,HS-grad,Handlers-cleaners,40,<=50K
39.0,Private,Some-college,Tech-support,40,<=50K
20.0,Private,HS-grad,Other-service,40,<=50K
32.0,Private,HS-grad,Other-service,54,<=50K
28.0,Private,Bachelors,Sales,65,<=50K
23.0,Federal-gov,Assoc-acdm,Exec-managerial,40,<=50K
18.0,Private,HS-grad,Other-service,25,<=50K
43.0,Self-emp-not-inc,HS-grad,Exec-managerial,35,>50K
29.0,Private,HS-grad,Craft-repair,40,<=50K
32.0,Private,Some-college,Protective-serv,46,<=50K
31.0,Local-gov,HS-grad,Craft-repair,40,<=50K
42.0,Private,Some-college,Transport-moving,50,<=50K
46.0,Private,Masters,Exec-managerial,50,>50K
38.0,Private,HS-grad,Craft-repair,40,>50K
18.0,Private,11th,Other-service,19,<=50K
31.0,Private,HS-grad,Sales,40,<=50K
54.0,Private,HS-grad,Sales,55,<=50K
46.0,Private,Some-college,Sales,50,<=50K
27.0,Self-emp-not-inc,HS-grad,Farming-fishing,80,<=50K
50.0,Local-gov,Bachelors,Prof-specialty,45,>50K
38.0,Self-emp-not-inc,7th-8th,Farming-fishing,56,<=50K
36.0,State-gov,Masters,Prof-specialty,40,<=50K
25.0,Private,HS-grad,Other-service,40,<=50K
19.0,Private,HS-grad,Farming-fishing,25,<=50K
60.0,Local-gov,Some-college,Other-service,60,<=50K
45.0,Local-gov,9th,Other-service,40,<=50K
21.0,Private,Some-college,Tech-support,16,<=50K
42.0,Private,HS-grad,Transport-moving,46,<=50K
38.0,Private,HS-grad,Craft-repair,50,<=50K
22.0,Others,Some-college,Others,40,<=50K
19.0,Private,HS-grad,Exec-managerial,32,<=50K
23.0,Private,Some-college,Adm-clerical,40,<=50K
24.0,Private,Some-college,Handlers-cleaners,30,<=50K
30.0,Private,Assoc-acdm,Sales,52,<=50K
62.0,Private,Some-college,Exec-managerial,40,<=50K
26.0,Self-emp-not-inc,Prof-school,Prof-specialty,20,<=50K
42.0,Federal-gov,Bachelors,Exec-managerial,52,>50K
33.0,Private,HS-grad,Craft-repair,40,<=50K
54.0,Self-emp-inc,Doctorate,Prof-specialty,50,>50K
35.0,Private,Bachelors,Prof-specialty,32,<=50K
33.0,Private,HS-grad,Sales,40,<=50K
45.0,Private,HS-grad,Sales,55,<=50K
62.0,Private,Bachelors,Adm-clerical,30,>50K
24.0,Private,HS-grad,Exec-managerial,40,<=50K
50.0,Local-gov,Some-college,Adm-clerical,40,<=50K
54.0,Private,Bachelors,Prof-specialty,40,>50K
58.0,Private,7th-8th,Machine-op-inspct,40,<=50K
39.0,Self-emp-inc,HS-grad,Craft-repair,50,<=50K
32.0,Private,HS-grad,Craft-repair,40,<=50K
27.0,Private,Bachelors,Prof-specialty,40,<=50K
27.0,Private,HS-grad,Transport-moving,35,<=50K
20.0,Private,Some-college,Other-service,60,<=50K
64.0,Private,7th-8th,Craft-repair,40,<=50K
55.0,Self-emp-inc,Masters,Sales,40,<=50K
46.0,Private,HS-grad,Tech-support,43,<=50K
45.0,Private,Some-college,Transport-moving,55,<=50K
26.0,Private,HS-grad,Transport-moving,40,<=50K
36.0,Private,HS-grad,Craft-repair,40,<=50K
25.0,Private,Bachelors,Sales,40,<=50K
58.0,Private,10th,Transport-moving,40,>50K
39.0,Self-emp-inc,Bachelors,Exec-managerial,45,<=50K
47.0,Private,HS-grad,Priv-house-serv,45,<=50K
35.0,Private,Masters,Machine-op-inspct,48,<=50K
38.0,Private,HS-grad,Exec-managerial,40,<=50K
50.0,Private,11th,Craft-repair,40,<=50K
36.0,Private,HS-grad,Adm-clerical,38,<=50K
44.0,Self-emp-not-inc,HS-grad,Machine-op-inspct,45,<=50K
40.0,Private,HS-grad,Protective-serv,40,<=50K
55.0,Private,Some-college,Craft-repair,40,>50K
29.0,Self-emp-not-inc,HS-grad,Farming-fishing,45,<=50K
33.0,Private,HS-grad,Craft-repair,45,<=50K
19.0,Others,Some-college,Others,30,<=50K
32.0,Private,Bachelors,Exec-managerial,40,>50K
45.0,Local-gov,Masters,Prof-specialty,10,>50K
23.0,Private,HS-grad,Handlers-cleaners,25,<=50K
31.0,Private,Assoc-voc,Protective-serv,40,<=50K
22.0,Private,Some-college,Other-service,40,<=50K
59.0,Private,HS-grad,Handlers-cleaners,40,<=50K
32.0,Private,Some-college,Craft-repair,38,<=50K
49.0,State-gov,Some-college,Adm-clerical,40,<=50K
22.0,Private,Some-college,Adm-clerical,30,<=50K
26.0,Private,Some-college,Adm-clerical,30,<=50K
23.0,State-gov,Some-college,Adm-clerical,40,<=50K
55.0,Self-emp-not-inc,Some-college,Sales,50,<=50K
47.0,Private,HS-grad,Exec-managerial,49,>50K
44.0,Private,HS-grad,Transport-moving,40,<=50K
27.0,Private,Some-college,Other-service,24,<=50K
40.0,State-gov,Masters,Prof-specialty,37,>50K
32.0,Self-emp-not-inc,Bachelors,Prof-specialty,8,>50K
20.0,Private,Some-college,Machine-op-inspct,40,<=50K
78.0,Local-gov,HS-grad,Exec-managerial,33,<=50K
40.0,Private,Some-college,Craft-repair,50,<=50K
37.0,Private,Bachelors,Sales,40,<=50K
44.0,Private,Some-college,Transport-moving,40,<=50K
47.0,Private,Some-college,Exec-managerial,40,<=50K
62.0,Self-emp-not-inc,Some-college,Sales,25,<=50K
19.0,Others,Some-college,Others,40,<=50K
47.0,Private,HS-grad,Transport-moving,45,<=50K
44.0,Local-gov,HS-grad,Craft-repair,40,<=50K
26.0,Local-gov,Bachelors,Adm-clerical,41,<=50K
36.0,Private,Some-college,Craft-repair,40,<=50K
52.0,Private,11th,Other-service,40,<=50K
33.0,Private,Some-college,Adm-clerical,40,<=50K
48.0,Others,HS-grad,Others,40,<=50K
33.0,Private,HS-grad,Transport-moving,40,<=50K
25.0,Private,Bachelors,Exec-managerial,20,<=50K
62.0,Private,Bachelors,Machine-op-inspct,40,<=50K
38.0,Private,Some-college,Craft-repair,40,<=50K
46.0,Private,HS-grad,Farming-fishing,65,<=50K
18.0,Others,Some-college,Others,40,<=50K
46.0,Private,Bachelors,Exec-managerial,44,>50K
38.0,Private,HS-grad,Other-service,70,<=50K
52.0,Private,Some-college,Adm-clerical,40,>50K
63.0,Self-emp-not-inc,7th-8th,Exec-managerial,15,<=50K
49.0,Private,Some-college,Machine-op-inspct,43,<=50K
17.0,Local-gov,11th,Adm-clerical,12,<=50K
33.0,Private,HS-grad,Other-service,35,<=50K
70.0,Self-emp-not-inc,HS-grad,Other-service,20,<=50K
19.0,Private,Some-college,Other-service,15,<=50K
27.0,Others,HS-grad,Others,40,>50K
61.0,Private,Some-college,Sales,40,<=50K
33.0,Private,Bachelors,Prof-specialty,25,>50K
46.0,Self-emp-inc,Bachelors,Sales,42,>50K
29.0,Private,10th,Farming-fishing,40,<=50K
40.0,Local-gov,Some-college,Transport-moving,40,<=50K
43.0,State-gov,HS-grad,Transport-moving,38,>50K
24.0,Private,HS-grad,Sales,40,<=50K
29.0,Private,Some-college,Craft-repair,60,<=50K
61.0,Self-emp-not-inc,HS-grad,Other-service,17,<=50K
48.0,Private,11th,Other-service,34,<=50K
19.0,Private,Some-college,Handlers-cleaners,20,<=50K
30.0,Private,Some-college,Machine-op-inspct,40,<=50K
